Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Internship_Experience,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
18,Male,High School,Engineering,5,8,No,6,9,8,7,5,1,Medicine,Remote,Government,No,4,1,No,1,6,Yes,1,Teamwork,2,6,Mechanical Engineer
47,Male,High School,Medicine,3,2,No,1,5,9,5,7,10,Sports,Remote,Corporate,Yes,2,3,Yes,19,2,Yes,1,Individual,9,4,Software Engineer
35,Other,Master’s,Arts,9,4,Yes,3,5,2,5,5,6,Arts,On-Site,Corporate,No,8,1,No,0,6,No,2,Individual,9,2,Business Analyst
33,Male,High School,Science,2,3,Yes,2,4,1,10,1,7,Science,Hybrid,Research Lab,No,4,1,Yes,8,5,Yes,7,Balanced,5,10,Artist
26,Other,Bachelor's,Engineering,7,7,Yes,2,4,1,8,9,8,Arts,Remote,Government,Yes,8,2,No,17,10,Yes,4,Balanced,4,6,Business Analyst
36,Male,Diploma,Science,1,8,Yes,4,4,1,1,4,7,Arts,Remote,Freelance,Yes,2,3,Yes,19,5,Yes,8,Balanced,2,3,Lawyer
39,Female,Diploma,Science,10,4,Yes,7,2,5,3,5,2,Medicine,Remote,Startup,Yes,1,2,No,17,10,Yes,1,Teamwork,4,7,Lawyer
22,Female,Master’s,Business,7,6,No,3,7,2,7,4,3,Social Work,Hybrid,Government,No,1,0,No,7,1,No,3,Balanced,4,1,Data Scientist
44,Male,Bachelor's,Engineering,2,3,No,7,3,4,3,6,1,Science,Remote,Research Lab,Yes,5,2,Yes,18,2,No,6,Balanced,2,5,Doctor
19,Male,High School,Engineering,5,7,Yes,9,1,1,9,9,4,Technology,Hybrid,Startup,No,5,0,No,3,9,Yes,3,Teamwork,1,5,Lawyer
47,Other,Master’s,Sports,1,8,Yes,4,10,2,2,1,5,Engineering,On-Site,Research Lab,Yes,3,4,Yes,17,10,Yes,7,Individual,9,4,Doctor
32,Male,PhD,Arts,5,7,Yes,7,3,7,1,4,9,Arts,Hybrid,Research Lab,No,3,2,No,1,3,No,2,Balanced,6,9,Mechanical Engineer
24,Male,Bachelor's,Medicine,4,4,No,1,9,9,7,10,1,Arts,Remote,Startup,Yes,5,1,Yes,9,9,Yes,1,Teamwork,7,6,Research Scientist
21,Male,Master’s,Science,1,10,No,2,9,6,9,3,7,Science,On-Site,Corporate,Yes,1,2,No,12,3,No,2,Teamwork,10,8,Entrepreneur
18,Female,Diploma,Arts,1,9,No,8,10,10,4,3,4,Sports,Remote,Freelance,Yes,5,3,Yes,3,5,No,8,Balanced,7,4,Mechanical Engineer
30,Other,Master’s,Sports,7,10,No,3,7,10,9,8,8,Medicine,Hybrid,Research Lab,No,7,1,No,16,3,Yes,9,Balanced,10,4,Mechanical Engineer
37,Female,PhD,Arts,3,8,No,5,1,5,3,8,10,Sports,On-Site,Government,Yes,8,2,Yes,0,7,No,4,Balanced,6,7,Software Engineer
39,Other,Bachelor's,Science,10,6,No,8,6,10,8,7,2,Sports,On-Site,Freelance,No,7,1,Yes,6,7,Yes,7,Balanced,10,7,Artist
24,Female,Master’s,Business,9,2,No,5,10,7,9,10,5,Science,Hybrid,Government,Yes,8,5,Yes,0,7,No,2,Teamwork,3,4,Data Scientist
32,Male,High School,Business,9,10,Yes,1,1,9,5,5,2,Social Work,On-Site,Research Lab,Yes,5,0,Yes,17,0,No,8,Balanced,8,6,Entrepreneur
40,Female,Bachelor's,Science,10,7,No,2,2,2,5,2,2,Engineering,Hybrid,Corporate,No,8,0,Yes,18,5,No,1,Individual,9,3,Entrepreneur
31,Female,Master’s,Sports,9,9,No,10,3,6,5,5,7,Science,On-Site,Research Lab,Yes,1,3,No,1,8,No,6,Individual,4,9,Mechanical Engineer
40,Other,Master’s,Sports,1,9,No,3,6,3,9,4,4,Business,Remote,Research Lab,No,9,5,No,15,1,Yes,7,Teamwork,8,6,Mechanical Engineer
36,Other,Bachelor's,Engineering,4,9,No,10,7,10,9,8,9,Technology,On-Site,Government,Yes,1,2,Yes,2,9,No,10,Individual,9,3,Doctor
49,Female,Diploma,Medicine,1,9,Yes,2,8,10,3,6,10,Sports,Hybrid,Corporate,Yes,9,5,Yes,19,2,No,10,Balanced,9,1,Business Analyst
39,Other,High School,Business,1,6,Yes,9,9,4,4,1,2,Medicine,On-Site,Startup,Yes,3,1,Yes,0,8,No,2,Teamwork,10,4,Research Scientist
46,Other,Bachelor's,Medicine,9,1,Yes,5,7,5,6,5,7,Sports,Hybrid,Corporate,Yes,3,0,No,1,9,No,4,Individual,9,5,Business Analyst
41,Other,High School,Arts,5,6,Yes,1,6,5,8,8,8,Social Work,Hybrid,Government,Yes,2,3,No,6,2,No,1,Individual,1,9,Digital Marketer
37,Other,High School,Arts,1,5,No,8,5,10,2,1,1,Arts,Remote,Research Lab,No,6,3,Yes,3,4,Yes,2,Balanced,6,6,Doctor
46,Other,Bachelor's,Science,3,7,Yes,3,10,8,4,1,1,Sports,Hybrid,Startup,Yes,7,1,No,6,4,No,6,Balanced,6,8,Entrepreneur
41,Female,Master’s,Science,7,8,No,9,2,5,5,3,7,Sports,Hybrid,Freelance,Yes,9,5,No,8,10,Yes,4,Teamwork,5,8,Artist
35,Other,Diploma,Science,2,1,Yes,9,8,2,6,1,5,Sports,Hybrid,Corporate,No,10,0,Yes,10,10,Yes,7,Balanced,9,1,Business Analyst
48,Male,High School,Sports,4,10,Yes,6,5,2,1,6,7,Medicine,Hybrid,Government,Yes,10,3,Yes,10,0,No,2,Individual,3,9,Data Scientist
27,Female,High School,Business,2,4,Yes,4,10,1,6,5,1,Engineering,Remote,Freelance,No,5,4,No,3,10,Yes,8,Balanced,2,7,Software Engineer
26,Female,Master’s,Medicine,9,4,No,9,2,2,10,5,9,Sports,Remote,Government,No,10,1,No,2,5,Yes,8,Individual,10,6,Research Scientist
42,Female,Bachelor's,Arts,9,1,Yes,9,3,1,7,3,2,Engineering,On-Site,Corporate,Yes,4,2,No,16,9,Yes,1,Balanced,2,10,Data Scientist
25,Other,Diploma,Medicine,7,4,Yes,2,10,3,9,2,5,Medicine,On-Site,Research Lab,No,2,4,No,13,7,Yes,7,Balanced,10,5,Entrepreneur
43,Male,High School,Business,7,7,Yes,10,10,5,8,1,4,Engineering,Remote,Research Lab,Yes,7,1,Yes,12,3,No,6,Balanced,7,2,Research Scientist
47,Other,High School,Medicine,2,6,No,6,7,3,3,2,5,Science,Remote,Government,No,4,3,Yes,1,4,No,6,Individual,4,4,Digital Marketer
46,Female,Bachelor's,Medicine,10,4,No,4,10,7,5,10,9,Arts,On-Site,Freelance,Yes,2,3,No,2,10,Yes,9,Balanced,4,9,Research Scientist
27,Female,Master’s,Sports,8,2,No,3,8,10,1,9,5,Social Work,Hybrid,Research Lab,Yes,7,2,No,8,1,No,9,Balanced,7,4,Digital Marketer
34,Female,PhD,Science,1,7,No,10,5,2,9,10,4,Arts,Remote,Corporate,Yes,10,0,Yes,11,0,Yes,5,Balanced,9,4,Business Analyst
19,Female,Master’s,Sports,8,8,No,6,10,5,10,5,4,Sports,On-Site,Government,No,7,5,Yes,2,2,Yes,4,Individual,10,9,Digital Marketer
23,Other,High School,Sports,5,9,Yes,8,8,3,7,8,5,Business,On-Site,Freelance,No,8,5,Yes,17,5,No,3,Individual,4,10,Artist
43,Male,High School,Medicine,4,9,No,9,10,2,3,3,10,Arts,On-Site,Freelance,No,4,2,No,20,1,No,7,Individual,7,3,Lawyer
22,Male,Diploma,Medicine,10,4,Yes,9,10,4,6,5,1,Business,Remote,Startup,Yes,2,0,No,6,8,Yes,3,Individual,2,4,Entrepreneur
45,Female,Master’s,Sports,2,3,No,2,6,9,10,7,9,Engineering,On-Site,Research Lab,No,2,4,No,1,6,No,5,Teamwork,3,5,Business Analyst
47,Male,PhD,Medicine,3,5,Yes,8,2,9,1,2,1,Social Work,Remote,Startup,No,3,5,No,4,8,Yes,1,Individual,10,8,Lawyer
26,Female,Diploma,Sports,10,6,No,8,2,6,3,3,7,Engineering,Remote,Freelance,No,10,4,Yes,15,5,No,5,Individual,5,2,Software Engineer
22,Female,PhD,Engineering,2,8,Yes,5,8,7,1,3,4,Sports,On-Site,Startup,No,2,3,Yes,9,9,No,8,Individual,3,10,Software Engineer
35,Male,Diploma,Sports,4,3,No,4,4,1,7,9,9,Science,Hybrid,Research Lab,No,2,2,Yes,20,5,No,7,Individual,1,3,Entrepreneur
43,Female,Master’s,Arts,3,6,No,9,8,3,3,1,10,Social Work,Hybrid,Research Lab,Yes,10,1,No,5,2,Yes,4,Balanced,3,6,Artist
37,Male,High School,Arts,5,5,No,4,9,2,5,9,1,Technology,Remote,Startup,No,2,5,Yes,19,5,No,6,Teamwork,1,9,Entrepreneur
26,Female,PhD,Medicine,7,7,Yes,10,6,9,5,1,4,Sports,Hybrid,Research Lab,Yes,3,1,No,3,0,Yes,8,Balanced,5,3,Artist
34,Male,Master’s,Sports,9,9,No,4,9,10,9,10,7,Engineering,Hybrid,Freelance,No,5,5,Yes,7,5,Yes,4,Individual,10,10,Data Scientist
44,Female,PhD,Sports,5,7,Yes,3,6,8,1,7,2,Medicine,On-Site,Government,No,1,1,No,8,0,No,8,Balanced,4,10,Lawyer
34,Male,Master’s,Science,8,6,Yes,10,3,3,3,4,5,Social Work,Hybrid,Startup,No,2,1,No,11,8,No,2,Teamwork,1,2,Lawyer
29,Female,Diploma,Science,2,9,No,3,8,10,4,10,10,Medicine,On-Site,Corporate,Yes,7,5,No,12,1,Yes,6,Teamwork,8,6,Research Scientist
24,Female,Master’s,Science,6,10,Yes,3,1,8,4,8,7,Arts,Hybrid,Research Lab,Yes,5,3,No,1,0,No,1,Teamwork,6,10,Entrepreneur
44,Female,Diploma,Sports,8,4,No,7,6,10,8,1,10,Arts,Remote,Corporate,Yes,4,5,No,9,5,Yes,9,Teamwork,9,8,Business Analyst
20,Male,High School,Sports,9,1,Yes,5,3,8,8,1,10,Medicine,Hybrid,Startup,Yes,4,1,Yes,15,5,Yes,10,Individual,9,4,Entrepreneur
27,Other,Diploma,Arts,4,8,No,9,10,8,4,6,3,Technology,On-Site,Startup,Yes,1,3,Yes,17,8,No,7,Teamwork,9,1,Entrepreneur
19,Female,Bachelor's,Business,4,6,Yes,2,10,4,10,5,8,Technology,On-Site,Corporate,No,9,1,No,8,8,No,1,Individual,10,4,Research Scientist
42,Female,High School,Medicine,7,6,Yes,4,3,7,9,5,4,Sports,Hybrid,Freelance,Yes,8,3,Yes,11,8,Yes,2,Teamwork,8,3,Doctor
20,Male,Master’s,Arts,4,5,No,2,9,10,9,2,5,Technology,Remote,Government,Yes,9,2,Yes,11,1,Yes,6,Teamwork,7,8,Data Scientist
33,Female,Master’s,Science,5,10,No,8,7,8,3,2,5,Arts,Remote,Research Lab,No,6,4,Yes,12,2,Yes,5,Teamwork,3,2,Artist
19,Female,Bachelor's,Arts,2,3,Yes,4,2,10,9,4,7,Engineering,Remote,Research Lab,Yes,9,3,Yes,15,9,Yes,1,Teamwork,4,3,Artist
45,Female,Master’s,Arts,2,6,Yes,1,6,5,8,2,8,Arts,Remote,Startup,No,8,5,No,7,0,No,2,Teamwork,6,2,Doctor
41,Female,High School,Arts,10,1,No,10,4,9,4,4,1,Engineering,Remote,Corporate,Yes,8,5,No,1,8,Yes,4,Teamwork,3,7,Artist
27,Other,High School,Science,5,7,Yes,3,10,9,10,5,10,Technology,Hybrid,Government,Yes,9,5,No,15,4,Yes,5,Individual,7,1,Software Engineer
23,Other,Diploma,Business,10,6,Yes,7,7,3,5,4,7,Medicine,Remote,Research Lab,Yes,9,3,Yes,12,1,No,6,Balanced,5,8,Digital Marketer
39,Female,PhD,Engineering,10,5,Yes,3,4,3,2,6,8,Business,Hybrid,Corporate,Yes,10,4,Yes,1,4,Yes,3,Balanced,1,7,Digital Marketer
43,Female,Master’s,Medicine,2,3,Yes,5,7,8,7,3,2,Medicine,Remote,Startup,No,1,3,No,10,3,No,8,Balanced,1,1,Software Engineer
28,Female,Bachelor's,Medicine,6,8,Yes,2,6,7,2,2,1,Engineering,On-Site,Government,Yes,4,2,No,3,5,Yes,2,Balanced,2,8,Software Engineer
40,Other,High School,Arts,6,4,No,8,8,9,1,1,9,Business,On-Site,Startup,Yes,1,0,No,15,4,No,4,Balanced,8,9,Research Scientist
24,Other,High School,Business,8,9,Yes,4,7,2,10,5,9,Engineering,On-Site,Corporate,Yes,6,4,No,1,4,Yes,3,Balanced,4,9,Artist
44,Male,High School,Science,1,9,No,1,9,2,5,4,3,Technology,Remote,Startup,Yes,2,3,No,12,7,No,2,Balanced,7,7,Artist
46,Male,PhD,Engineering,7,5,Yes,4,4,7,8,9,10,Social Work,Hybrid,Research Lab,No,7,5,No,16,3,Yes,4,Individual,5,6,Research Scientist
32,Female,PhD,Engineering,7,7,No,8,9,8,4,10,9,Arts,On-Site,Startup,No,9,2,Yes,12,0,Yes,4,Teamwork,10,3,Software Engineer
23,Female,Master’s,Arts,9,6,No,9,5,3,1,1,1,Social Work,Hybrid,Freelance,No,10,1,No,0,1,Yes,5,Individual,10,10,Artist
37,Other,Bachelor's,Arts,4,6,No,1,9,1,4,9,1,Technology,Hybrid,Freelance,Yes,4,5,Yes,3,2,No,5,Balanced,9,5,Digital Marketer
44,Female,PhD,Science,7,4,Yes,6,4,10,9,8,2,Science,On-Site,Freelance,Yes,10,4,No,12,9,No,7,Teamwork,5,4,Software Engineer
26,Female,Diploma,Science,6,10,Yes,4,3,7,8,10,7,Sports,Remote,Research Lab,Yes,10,1,Yes,2,7,No,10,Individual,8,1,Business Analyst
39,Other,PhD,Sports,4,8,No,8,7,6,9,4,4,Sports,On-Site,Startup,Yes,8,2,No,13,9,Yes,1,Individual,8,4,Lawyer
37,Other,High School,Science,10,10,Yes,1,4,1,7,2,9,Sports,On-Site,Research Lab,Yes,4,5,No,17,8,No,7,Teamwork,1,5,Artist
29,Other,Bachelor's,Arts,8,3,No,5,5,9,6,3,6,Arts,Hybrid,Freelance,Yes,3,4,No,13,2,Yes,4,Balanced,2,6,Mechanical Engineer
36,Other,Master’s,Business,3,5,No,1,3,6,6,10,8,Business,Remote,Government,No,10,5,No,10,8,No,3,Balanced,4,6,Research Scientist
37,Male,PhD,Arts,8,1,Yes,4,6,5,1,9,7,Social Work,On-Site,Freelance,No,4,3,Yes,12,2,Yes,6,Teamwork,6,3,Software Engineer
20,Other,High School,Arts,5,1,Yes,2,4,3,3,10,9,Sports,Hybrid,Corporate,No,10,0,No,15,4,No,9,Balanced,7,5,Business Analyst
32,Other,Diploma,Engineering,4,9,Yes,10,1,9,2,2,10,Arts,Remote,Government,Yes,6,0,Yes,15,2,No,5,Teamwork,8,5,Business Analyst
19,Female,Diploma,Science,3,4,Yes,9,2,7,7,8,9,Sports,On-Site,Freelance,No,5,3,No,10,9,Yes,5,Balanced,2,10,Doctor
47,Female,Master’s,Medicine,10,9,No,2,8,4,10,10,2,Technology,Remote,Startup,Yes,7,2,Yes,0,3,Yes,5,Individual,10,1,Entrepreneur
38,Female,Master’s,Science,7,7,No,4,4,1,6,1,1,Business,Hybrid,Government,Yes,2,1,Yes,13,3,No,3,Individual,9,2,Data Scientist
19,Male,PhD,Sports,7,10,Yes,3,10,4,3,4,9,Science,Remote,Research Lab,Yes,6,2,No,9,9,Yes,4,Teamwork,4,9,Data Scientist
39,Other,Master’s,Business,6,8,No,1,2,3,4,3,9,Medicine,Remote,Government,No,9,4,Yes,19,10,No,8,Individual,3,2,Artist
20,Other,High School,Business,3,9,Yes,1,4,6,1,10,3,Science,On-Site,Startup,No,1,0,No,6,6,No,3,Individual,2,5,Mechanical Engineer
23,Male,High School,Science,9,1,No,2,7,1,4,2,7,Sports,Hybrid,Research Lab,Yes,4,5,Yes,20,4,No,1,Balanced,7,3,Data Scientist
32,Other,High School,Science,2,7,Yes,8,2,4,2,3,8,Sports,Remote,Freelance,Yes,7,0,Yes,19,3,No,3,Individual,2,2,Artist
44,Female,PhD,Arts,3,8,Yes,2,6,1,5,3,2,Medicine,Hybrid,Startup,Yes,4,3,Yes,18,5,Yes,7,Individual,4,9,Business Analyst
27,Male,PhD,Medicine,1,2,No,1,1,1,9,9,3,Sports,Remote,Government,No,2,4,No,9,9,No,8,Individual,9,5,Mechanical Engineer
26,Other,Master’s,Arts,7,10,Yes,6,3,6,9,3,7,Arts,Hybrid,Corporate,Yes,6,4,No,2,10,Yes,9,Individual,3,9,Lawyer
18,Male,PhD,Engineering,2,9,No,1,9,6,1,9,3,Technology,On-Site,Government,Yes,4,0,Yes,4,2,Yes,7,Individual,6,1,Mechanical Engineer
49,Male,High School,Engineering,10,1,No,10,5,9,6,4,9,Technology,Remote,Research Lab,No,1,1,No,5,6,Yes,1,Teamwork,8,9,Data Scientist
33,Other,Bachelor's,Business,8,3,No,9,8,7,2,1,7,Sports,Hybrid,Freelance,No,4,4,No,15,4,Yes,10,Individual,2,3,Digital Marketer
23,Female,High School,Business,9,9,Yes,6,1,6,1,8,9,Medicine,Remote,Government,No,8,5,No,20,2,Yes,8,Balanced,1,2,Artist
26,Other,Bachelor's,Medicine,2,1,No,10,4,3,9,10,7,Social Work,Remote,Startup,No,7,2,Yes,9,2,No,3,Teamwork,5,4,Business Analyst
44,Other,Master’s,Business,6,4,No,6,3,3,2,5,6,Technology,On-Site,Freelance,No,1,3,Yes,12,2,No,6,Balanced,1,10,Lawyer
21,Female,Diploma,Sports,1,10,Yes,1,10,5,6,2,5,Arts,On-Site,Startup,No,8,2,Yes,16,3,Yes,3,Balanced,7,6,Software Engineer
44,Other,PhD,Engineering,8,6,Yes,7,9,6,6,9,2,Science,Hybrid,Government,No,4,4,Yes,7,6,Yes,9,Individual,4,2,Mechanical Engineer
45,Other,PhD,Medicine,5,6,Yes,3,7,6,3,7,8,Social Work,Remote,Corporate,Yes,5,3,No,4,0,Yes,9,Teamwork,2,6,Software Engineer
19,Other,High School,Engineering,9,4,No,1,3,8,6,6,4,Arts,On-Site,Government,No,10,0,No,13,4,Yes,9,Individual,7,5,Digital Marketer
46,Male,High School,Science,3,10,No,9,1,8,4,2,8,Social Work,On-Site,Startup,No,9,2,Yes,14,6,Yes,5,Balanced,7,4,Lawyer
21,Male,Bachelor's,Science,2,10,No,8,5,1,8,6,6,Arts,Hybrid,Startup,No,4,2,Yes,18,3,No,3,Balanced,9,3,Entrepreneur
18,Male,PhD,Medicine,7,10,Yes,4,10,3,4,7,10,Science,Hybrid,Startup,Yes,2,2,Yes,15,9,No,5,Individual,7,6,Digital Marketer
36,Other,Master’s,Arts,7,10,Yes,3,3,5,7,5,6,Sports,Remote,Corporate,No,6,5,No,9,1,No,8,Balanced,3,5,Artist
43,Female,High School,Sports,10,1,No,2,2,9,10,5,3,Engineering,On-Site,Corporate,Yes,5,2,No,4,10,Yes,7,Balanced,10,10,Software Engineer
42,Male,PhD,Sports,5,5,Yes,2,3,4,2,4,7,Business,Remote,Government,No,10,3,No,9,7,No,1,Individual,1,4,Doctor
27,Female,Diploma,Business,7,5,No,3,5,5,6,10,7,Business,Hybrid,Startup,No,5,1,Yes,10,0,Yes,6,Teamwork,6,10,Entrepreneur
38,Other,Bachelor's,Medicine,6,3,Yes,1,5,1,10,1,5,Medicine,Remote,Freelance,No,4,3,No,11,5,Yes,9,Balanced,10,9,Mechanical Engineer
32,Male,High School,Sports,9,3,Yes,10,10,7,5,10,6,Social Work,On-Site,Freelance,No,5,4,Yes,17,5,No,2,Teamwork,8,9,Artist
44,Other,High School,Business,3,4,Yes,7,8,2,1,7,6,Medicine,Remote,Government,No,5,1,Yes,15,3,No,3,Individual,8,9,Software Engineer
39,Female,Master’s,Engineering,4,3,Yes,2,4,1,5,3,8,Business,On-Site,Freelance,Yes,2,2,No,4,3,No,10,Individual,3,4,Data Scientist
36,Male,High School,Arts,9,3,No,6,2,2,6,5,9,Engineering,Remote,Government,No,6,0,No,11,6,Yes,2,Individual,3,5,Research Scientist
33,Male,PhD,Business,10,3,No,6,8,8,2,8,6,Social Work,Remote,Government,Yes,1,0,No,2,9,No,7,Balanced,8,9,Data Scientist
38,Male,PhD,Science,8,7,No,4,8,1,7,2,3,Business,Remote,Research Lab,Yes,3,0,Yes,11,10,Yes,5,Individual,3,10,Doctor
44,Male,PhD,Science,10,9,No,4,10,1,1,4,5,Social Work,Hybrid,Government,No,4,3,No,12,2,No,5,Balanced,10,6,Lawyer
41,Female,Diploma,Engineering,6,1,No,1,8,1,1,9,1,Arts,Remote,Government,No,8,4,Yes,13,5,No,2,Individual,8,8,Doctor
39,Male,Diploma,Medicine,3,8,Yes,6,1,2,1,2,1,Social Work,Hybrid,Corporate,No,10,4,Yes,5,2,No,3,Balanced,2,6,Entrepreneur
21,Other,High School,Business,9,10,Yes,8,9,1,2,8,10,Sports,Remote,Research Lab,Yes,1,1,Yes,8,3,No,10,Teamwork,9,6,Data Scientist
19,Male,Diploma,Engineering,9,1,Yes,10,4,2,1,9,10,Technology,Hybrid,Startup,No,3,0,No,3,6,No,3,Balanced,2,6,Data Scientist
47,Female,Diploma,Science,6,9,Yes,4,4,7,7,3,1,Medicine,On-Site,Freelance,No,7,0,No,18,8,Yes,3,Balanced,5,9,Research Scientist
42,Male,Master’s,Science,2,8,No,1,8,1,5,5,9,Social Work,Remote,Government,No,9,1,Yes,15,2,No,2,Balanced,5,8,Artist
30,Female,Diploma,Science,7,6,No,4,8,10,7,4,10,Technology,On-Site,Government,Yes,5,2,No,7,3,Yes,2,Individual,1,2,Entrepreneur
45,Female,Bachelor's,Arts,9,6,Yes,2,6,2,5,10,2,Science,On-Site,Startup,No,5,0,No,17,1,Yes,1,Balanced,7,7,Digital Marketer
18,Other,Bachelor's,Arts,9,10,No,4,4,3,8,10,10,Business,On-Site,Government,No,10,5,No,8,10,No,4,Teamwork,5,8,Data Scientist
34,Male,Bachelor's,Science,3,7,No,8,3,2,10,8,1,Arts,Remote,Corporate,Yes,5,2,Yes,4,5,No,9,Balanced,1,5,Data Scientist
30,Male,High School,Sports,2,8,No,3,5,3,8,8,5,Science,Remote,Freelance,No,9,3,No,3,4,Yes,5,Individual,5,10,Software Engineer
21,Male,PhD,Medicine,5,7,Yes,5,8,7,9,5,8,Medicine,Hybrid,Government,Yes,10,2,Yes,15,2,No,6,Teamwork,9,9,Lawyer
24,Other,Master’s,Arts,10,1,No,10,7,2,3,5,5,Arts,On-Site,Research Lab,No,6,1,No,17,10,No,7,Teamwork,9,8,Doctor
34,Other,High School,Business,7,10,Yes,2,8,3,2,1,5,Social Work,On-Site,Research Lab,No,9,2,No,15,2,No,9,Balanced,5,9,Mechanical Engineer
26,Female,PhD,Arts,3,4,No,9,1,6,7,5,10,Science,Hybrid,Startup,No,1,3,No,9,1,No,3,Balanced,7,6,Business Analyst
21,Female,Master’s,Business,4,4,Yes,3,4,4,7,1,2,Science,Hybrid,Research Lab,Yes,1,1,Yes,0,5,No,4,Balanced,8,7,Entrepreneur
36,Female,Master’s,Arts,10,9,Yes,1,9,1,3,4,7,Social Work,Remote,Startup,No,4,0,No,11,4,No,6,Balanced,5,10,Entrepreneur
18,Other,Master’s,Science,2,9,Yes,7,6,8,2,7,1,Social Work,On-Site,Government,No,7,5,Yes,1,3,No,4,Individual,2,1,Business Analyst
27,Other,Bachelor's,Business,10,3,Yes,5,10,7,10,2,2,Technology,Remote,Research Lab,No,10,0,Yes,19,2,Yes,4,Teamwork,1,10,Business Analyst
21,Other,Bachelor's,Medicine,2,9,Yes,9,8,8,2,1,5,Social Work,Hybrid,Corporate,No,9,5,No,20,3,Yes,9,Balanced,2,7,Software Engineer
26,Female,Bachelor's,Arts,7,5,No,3,8,9,3,2,7,Business,On-Site,Startup,Yes,6,4,No,14,1,Yes,10,Balanced,1,9,Research Scientist
30,Other,Master’s,Arts,2,6,Yes,1,5,9,8,7,7,Engineering,Hybrid,Research Lab,Yes,10,4,No,19,1,Yes,3,Balanced,9,7,Lawyer
31,Female,Master’s,Science,1,7,No,7,8,3,8,3,8,Arts,Remote,Freelance,Yes,8,0,Yes,11,6,No,9,Balanced,1,1,Research Scientist
27,Female,Bachelor's,Business,4,3,No,8,4,9,1,5,6,Arts,Hybrid,Corporate,No,5,3,No,6,2,Yes,9,Teamwork,10,1,Entrepreneur
49,Male,Master’s,Sports,6,4,Yes,2,6,6,9,1,3,Engineering,Hybrid,Corporate,No,10,5,No,19,0,No,9,Individual,9,10,Software Engineer
49,Male,Bachelor's,Science,10,5,No,2,7,10,5,10,8,Arts,Remote,Startup,No,1,3,No,1,2,No,1,Teamwork,6,5,Entrepreneur
23,Male,Bachelor's,Business,10,1,No,9,6,10,5,10,1,Sports,Remote,Research Lab,Yes,3,0,Yes,1,4,Yes,8,Teamwork,4,3,Research Scientist
33,Female,Bachelor's,Arts,4,8,No,4,6,2,2,10,3,Science,Hybrid,Freelance,No,3,3,No,1,2,Yes,2,Teamwork,9,1,Lawyer
23,Male,PhD,Arts,1,7,Yes,1,8,1,5,8,8,Engineering,Remote,Research Lab,Yes,9,1,Yes,18,4,No,8,Individual,8,7,Research Scientist
34,Male,Master’s,Arts,1,2,No,9,5,4,6,4,3,Social Work,Remote,Research Lab,Yes,2,2,Yes,15,4,Yes,4,Teamwork,6,2,Data Scientist
27,Male,High School,Arts,9,7,No,9,8,9,7,10,5,Social Work,On-Site,Research Lab,Yes,2,5,No,17,6,Yes,4,Teamwork,1,3,Artist
35,Other,Bachelor's,Engineering,1,9,Yes,6,9,2,1,2,5,Business,On-Site,Startup,Yes,10,1,No,3,6,No,8,Individual,7,8,Software Engineer
44,Female,High School,Arts,7,5,Yes,6,4,1,3,8,7,Arts,On-Site,Startup,Yes,1,1,Yes,1,4,No,8,Balanced,3,4,Lawyer
39,Male,PhD,Arts,7,6,No,9,3,2,4,10,4,Sports,On-Site,Startup,Yes,5,3,No,11,6,Yes,9,Individual,7,8,Data Scientist
35,Other,Master’s,Sports,1,5,No,2,5,7,7,5,10,Science,Hybrid,Research Lab,No,2,0,Yes,7,4,No,4,Balanced,9,4,Software Engineer
20,Other,Bachelor's,Sports,1,1,No,9,10,5,8,2,2,Social Work,Remote,Research Lab,No,8,0,Yes,5,5,No,3,Individual,9,5,Digital Marketer
37,Other,Bachelor's,Business,6,6,No,4,10,5,5,9,2,Sports,On-Site,Freelance,Yes,1,0,Yes,6,0,Yes,8,Balanced,10,5,Software Engineer
44,Male,Bachelor's,Arts,8,7,No,4,5,10,7,6,7,Business,On-Site,Corporate,Yes,2,2,Yes,0,1,Yes,7,Teamwork,3,10,Artist
38,Other,High School,Arts,7,5,Yes,9,7,4,2,8,3,Social Work,On-Site,Corporate,Yes,6,5,No,8,7,No,8,Individual,8,3,Data Scientist
48,Female,PhD,Business,6,3,Yes,7,3,1,8,2,10,Science,Remote,Research Lab,No,1,0,Yes,18,4,No,7,Teamwork,3,3,Artist
42,Other,Master’s,Arts,10,6,No,10,10,8,2,5,2,Arts,Hybrid,Corporate,No,6,0,No,18,7,No,1,Teamwork,1,7,Digital Marketer
45,Other,PhD,Arts,3,7,No,5,9,1,3,3,5,Technology,Remote,Research Lab,Yes,2,3,Yes,18,6,No,8,Teamwork,5,9,Software Engineer
32,Other,Bachelor's,Science,7,10,No,8,6,10,3,8,2,Engineering,Hybrid,Government,Yes,5,4,Yes,15,5,Yes,2,Individual,8,7,Research Scientist
