Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
27,Male,Master’s,Science,Medium,Medium,No,Medium,Medium,Medium,Low,High,Medium,Arts,Remote,Freelance,Yes,Medium,No,2,5,Yes,High,Individual,Low,Low,Doctor
35,Other,Diploma,Sports,Low,Low,No,Low,Medium,Medium,Medium,High,Low,Medicine,On-Site,Freelance,Yes,High,No,7,8,Yes,High,Individual,Medium,High,Entrepreneur
20,Female,Diploma,Science,High,Medium,No,High,Medium,Medium,High,Medium,High,Sports,Remote,Corporate,No,High,No,2,10,No,High,Balanced,High,High,Mechanical Engineer
30,Male,Diploma,Sports,Medium,High,Yes,Low,Medium,High,Medium,Medium,Low,Business,Remote,Research Lab,No,High,Yes,7,1,No,Medium,Teamwork,Medium,High,Research Scientist
28,Female,Bachelor's,Medicine,Low,Medium,Yes,Low,High,High,Low,Medium,Low,Arts,Hybrid,Government,Yes,High,No,4,8,Yes,High,Teamwork,High,High,Data Scientist
34,Male,Bachelor's,Arts,Low,Low,Yes,High,High,Medium,Low,Medium,Low,Engineering,Remote,Startup,Yes,Medium,Yes,9,9,No,High,Teamwork,Medium,Medium,Digital Marketer
47,Other,Master’s,Business,High,High,No,Low,Medium,High,High,Medium,High,Medicine,Hybrid,Government,Yes,Low,No,9,7,No,High,Individual,Medium,Medium,Data Scientist
47,Other,PhD,Engineering,Low,Medium,No,Low,Medium,Medium,High,High,Medium,Engineering,On-Site,Startup,Yes,Low,Yes,5,8,No,Medium,Teamwork,Low,Medium,Business Analyst
39,Female,Bachelor's,Sports,Medium,Low,No,Medium,Medium,Medium,Low,Medium,Low,Social Work,Remote,Corporate,No,High,No,12,2,No,Low,Individual,High,High,Software Engineer
30,Female,High School,Business,High,High,No,High,High,Medium,Low,Medium,High,Engineering,Remote,Freelance,No,Low,Yes,12,9,No,High,Balanced,Low,High,Entrepreneur
23,Male,Master’s,Engineering,Low,Medium,No,Medium,High,Medium,Medium,Medium,High,Arts,On-Site,Startup,No,High,No,5,10,No,Low,Balanced,Medium,Low,Lawyer
34,Other,PhD,Arts,High,Medium,Yes,High,Medium,Medium,Medium,High,Low,Technology,Remote,Government,No,Medium,Yes,12,2,No,Low,Individual,High,Medium,Lawyer
44,Male,High School,Medicine,Medium,High,Yes,Medium,Medium,High,Medium,Low,Low,Business,Remote,Freelance,Yes,Low,Yes,6,9,Yes,Low,Balanced,Medium,High,Software Engineer
30,Other,Diploma,Arts,Medium,Medium,Yes,Medium,High,Medium,Medium,Low,High,Medicine,Remote,Government,No,High,No,9,7,No,Medium,Individual,Medium,Medium,Doctor
36,Female,Bachelor's,Sports,Medium,High,Yes,Medium,High,Medium,High,High,Medium,Social Work,Remote,Corporate,Yes,Medium,Yes,5,4,No,Low,Balanced,High,Medium,Research Scientist
38,Male,High School,Medicine,Low,Low,Yes,Low,Medium,Medium,Low,High,Medium,Social Work,Remote,Corporate,No,Medium,No,1,6,No,Medium,Balanced,Medium,High,Artist
36,Male,PhD,Science,Low,High,Yes,High,Medium,Low,Medium,Medium,Medium,Sports,Remote,Government,No,Low,Yes,12,4,Yes,Medium,Individual,Medium,Medium,Artist
27,Other,Master’s,Engineering,Medium,Medium,No,High,Medium,High,Low,Medium,High,Social Work,Hybrid,Government,No,High,No,3,7,Yes,High,Individual,Medium,Low,Lawyer
20,Other,High School,Science,Medium,Low,No,High,Medium,High,High,High,Medium,Medicine,Remote,Government,No,High,No,2,9,Yes,Medium,Teamwork,Low,Low,Mechanical Engineer
31,Other,Master’s,Medicine,Medium,Low,No,High,High,Medium,Medium,Low,Medium,Technology,Remote,Startup,Yes,Medium,No,2,9,Yes,Medium,Individual,High,Low,Data Scientist
43,Female,Diploma,Engineering,Low,Low,No,High,Low,Low,Low,Low,Medium,Sports,On-Site,Research Lab,Yes,Low,Yes,7,9,Yes,High,Individual,Medium,Medium,Digital Marketer
36,Male,PhD,Engineering,Low,High,Yes,Low,Low,Low,Low,Medium,Low,Arts,Remote,Research Lab,No,Medium,No,11,7,No,Low,Individual,Low,High,Research Scientist
22,Other,PhD,Science,Medium,Medium,Yes,High,Low,Medium,High,Medium,Low,Social Work,On-Site,Research Lab,No,High,Yes,1,0,Yes,Medium,Balanced,Low,Medium,Digital Marketer
46,Female,Bachelor's,Engineering,Medium,Low,Yes,High,Low,Low,High,Medium,Low,Medicine,On-Site,Startup,Yes,Medium,No,12,5,No,Medium,Balanced,Medium,High,Research Scientist
49,Other,PhD,Medicine,Medium,High,No,Medium,Low,Low,Low,Medium,High,Arts,On-Site,Research Lab,Yes,Medium,No,12,3,Yes,Low,Teamwork,Low,Medium,Digital Marketer
22,Male,High School,Sports,Low,Low,No,High,Medium,Medium,Medium,Low,Medium,Arts,On-Site,Research Lab,No,High,Yes,4,0,Yes,High,Balanced,Low,High,Mechanical Engineer
37,Other,High School,Sports,Medium,Medium,No,Low,Low,Medium,High,Medium,Low,Technology,Hybrid,Research Lab,No,Low,Yes,12,7,Yes,Medium,Individual,High,High,Research Scientist
34,Male,High School,Medicine,Low,Low,Yes,Low,Low,Low,Low,High,Low,Arts,Hybrid,Government,No,Medium,No,8,4,No,Medium,Balanced,Medium,High,Data Scientist
38,Female,Diploma,Science,Low,Low,Yes,Low,High,Medium,High,Medium,Low,Business,Remote,Startup,No,High,No,12,0,Yes,Low,Individual,Medium,Medium,Lawyer
27,Female,PhD,Arts,High,Low,No,Low,Medium,Medium,Low,Medium,Low,Technology,On-Site,Government,Yes,Low,Yes,8,1,Yes,Low,Balanced,Medium,High,Entrepreneur
49,Other,PhD,Medicine,Medium,High,No,High,Low,Medium,High,High,Medium,Technology,Hybrid,Government,No,Low,Yes,10,10,Yes,High,Individual,High,Low,Data Scientist
22,Male,High School,Sports,High,Low,No,Low,Low,Low,Medium,Medium,Medium,Sports,Hybrid,Freelance,Yes,Low,Yes,3,6,Yes,High,Balanced,High,Medium,Artist
21,Male,Bachelor's,Medicine,Medium,Medium,No,Medium,Low,Low,High,High,Medium,Sports,Hybrid,Startup,No,Medium,Yes,3,9,No,High,Individual,Medium,High,Data Scientist
23,Male,Bachelor's,Engineering,Low,Low,No,Low,Low,Medium,High,Medium,Low,Science,Remote,Corporate,No,Low,No,5,10,Yes,Low,Balanced,High,Medium,Research Scientist
43,Other,PhD,Engineering,High,Medium,No,High,High,High,Medium,Medium,Medium,Business,Remote,Startup,Yes,High,No,9,8,No,High,Teamwork,Low,Medium,Research Scientist
21,Male,PhD,Medicine,Medium,Medium,Yes,High,Medium,Low,High,Medium,Medium,Medicine,Hybrid,Research Lab,Yes,Medium,Yes,3,5,Yes,High,Individual,Medium,High,Data Scientist
47,Male,Master’s,Science,Low,Medium,No,High,High,High,High,High,High,Sports,Remote,Corporate,Yes,Low,Yes,12,9,No,Medium,Balanced,Medium,Medium,Lawyer
24,Male,PhD,Arts,Low,Low,Yes,High,Medium,High,High,Medium,Medium,Arts,On-Site,Government,Yes,Medium,Yes,6,3,No,Low,Teamwork,High,Medium,Digital Marketer
24,Male,High School,Engineering,Low,Low,Yes,Medium,High,Medium,Low,Medium,Low,Arts,Remote,Startup,No,High,No,6,2,No,High,Balanced,Medium,Medium,Data Scientist
35,Other,Diploma,Sports,Medium,Medium,No,Low,Low,Medium,Medium,Low,High,Sports,On-Site,Research Lab,Yes,Medium,No,10,0,Yes,Medium,Balanced,Medium,Low,Lawyer
20,Other,PhD,Engineering,Low,High,Yes,Low,Low,Medium,Low,Medium,High,Technology,Remote,Corporate,No,Low,No,2,3,Yes,High,Individual,Low,Medium,Doctor
18,Male,PhD,Sports,Medium,Medium,No,High,Medium,Medium,Low,Low,Low,Arts,On-Site,Freelance,No,Low,Yes,0,2,Yes,Medium,Individual,Medium,Medium,Software Engineer
41,Male,High School,Arts,Medium,Low,No,High,Medium,High,Medium,Medium,High,Business,Remote,Freelance,No,Medium,Yes,12,2,No,High,Individual,Low,Low,Doctor
42,Female,Master’s,Engineering,Low,High,No,Medium,Low,Low,Medium,High,Medium,Medicine,Remote,Startup,Yes,High,Yes,11,1,No,Medium,Balanced,High,High,Research Scientist
21,Female,PhD,Science,Low,Low,No,High,Medium,Medium,Medium,Medium,Low,Engineering,On-Site,Freelance,No,Low,No,3,9,No,Medium,Individual,Medium,High,Software Engineer
23,Male,Bachelor's,Sports,High,Low,Yes,Medium,Medium,Medium,Medium,Medium,Low,Social Work,On-Site,Research Lab,No,Medium,Yes,5,1,Yes,Low,Teamwork,Medium,Low,Doctor
26,Male,Bachelor's,Engineering,High,Medium,Yes,Low,High,Low,Medium,Low,High,Engineering,On-Site,Corporate,No,High,Yes,8,2,No,Medium,Teamwork,High,Medium,Business Analyst
39,Female,Bachelor's,Engineering,Medium,Low,No,Medium,Medium,High,High,Low,High,Arts,Hybrid,Startup,Yes,Medium,No,2,6,No,Low,Individual,Low,High,Entrepreneur
31,Female,Diploma,Medicine,Medium,Medium,Yes,High,High,High,Low,Low,Medium,Technology,Remote,Research Lab,No,Medium,No,12,10,Yes,Medium,Teamwork,Medium,Medium,Artist
45,Male,Diploma,Science,Medium,High,No,Low,Medium,Medium,Low,Medium,High,Engineering,Remote,Startup,No,Medium,Yes,8,2,No,Medium,Individual,High,Medium,Doctor
29,Other,PhD,Science,Medium,Medium,No,High,Medium,Medium,Medium,High,Low,Business,Hybrid,Freelance,Yes,Medium,No,5,0,No,Low,Teamwork,Low,Low,Software Engineer
45,Other,PhD,Medicine,Low,Low,No,Medium,High,High,Low,High,Low,Medicine,Remote,Research Lab,Yes,High,No,12,4,No,Medium,Balanced,Medium,Medium,Business Analyst
42,Male,PhD,Sports,Medium,High,No,High,Low,Low,Low,Low,High,Engineering,On-Site,Freelance,No,Low,No,9,7,No,Medium,Teamwork,Medium,Medium,Lawyer
48,Male,Diploma,Business,Medium,Low,No,Medium,High,Medium,Medium,Medium,Medium,Social Work,On-Site,Freelance,No,High,No,5,7,Yes,Medium,Individual,Medium,Medium,Software Engineer
37,Female,PhD,Arts,Medium,Low,Yes,Low,Low,Medium,High,High,Low,Business,Hybrid,Research Lab,Yes,Low,Yes,12,4,Yes,Medium,Teamwork,High,Low,Lawyer
41,Female,High School,Science,High,Medium,Yes,Medium,Medium,Medium,Medium,Low,High,Business,Remote,Corporate,Yes,Medium,Yes,4,7,No,Low,Balanced,Low,Low,Research Scientist
42,Other,Master’s,Business,Medium,Medium,Yes,High,Medium,High,High,High,Low,Engineering,Remote,Government,No,Medium,No,6,3,No,High,Balanced,Medium,Medium,Software Engineer
21,Male,Bachelor's,Sports,Low,Medium,No,Medium,Medium,Low,Low,High,Medium,Business,Hybrid,Corporate,Yes,Medium,Yes,3,2,No,Medium,Teamwork,Medium,Low,Data Scientist
38,Female,Bachelor's,Arts,Medium,Low,No,Medium,Medium,High,Low,Low,High,Engineering,On-Site,Corporate,No,Medium,Yes,12,1,Yes,Low,Teamwork,Medium,Low,Artist
47,Other,High School,Science,Medium,Medium,Yes,Medium,Medium,High,High,Low,Medium,Social Work,On-Site,Corporate,No,Medium,No,11,5,Yes,Low,Individual,High,High,Mechanical Engineer
41,Other,PhD,Engineering,Low,Medium,Yes,High,Medium,Medium,Medium,High,Low,Sports,Remote,Startup,No,Low,No,12,7,No,Medium,Teamwork,Low,Medium,Business Analyst
29,Other,Diploma,Science,Medium,Medium,No,Medium,High,Low,Low,Medium,Low,Arts,On-Site,Government,Yes,Low,No,8,7,Yes,High,Individual,Medium,Low,Lawyer
27,Female,PhD,Arts,Medium,Medium,No,Medium,Low,Medium,Medium,Low,High,Business,Remote,Startup,No,Medium,No,1,5,No,Low,Teamwork,Low,High,Research Scientist
47,Female,PhD,Business,Medium,Medium,No,High,High,Medium,Low,Medium,Medium,Arts,On-Site,Startup,Yes,Medium,No,8,10,Yes,High,Teamwork,Low,Low,Software Engineer
39,Male,Bachelor's,Engineering,High,Medium,No,High,Medium,High,Low,High,Medium,Business,On-Site,Freelance,No,Medium,Yes,12,6,Yes,High,Balanced,Low,Low,Artist
45,Male,Bachelor's,Arts,Medium,Medium,Yes,Low,Medium,Medium,High,High,High,Medicine,Remote,Startup,No,Medium,Yes,12,1,Yes,High,Balanced,Low,Low,Lawyer
24,Other,Diploma,Sports,Medium,Low,Yes,Medium,High,Low,Medium,High,Medium,Sports,Remote,Corporate,Yes,High,No,1,4,Yes,High,Teamwork,Low,Medium,Mechanical Engineer
20,Other,Bachelor's,Arts,Medium,High,No,Medium,High,Low,Medium,High,Medium,Social Work,On-Site,Corporate,Yes,Low,Yes,2,3,No,Medium,Individual,Medium,High,Lawyer
40,Female,PhD,Science,Low,Medium,Yes,Medium,Medium,Medium,Low,Low,Low,Technology,Remote,Freelance,Yes,High,No,1,10,No,Low,Balanced,Medium,Low,Lawyer
45,Female,High School,Sports,Low,High,Yes,High,Medium,Low,Medium,Medium,Medium,Arts,On-Site,Government,Yes,Medium,No,12,1,Yes,Medium,Teamwork,Low,Medium,Entrepreneur
31,Male,Diploma,Medicine,Medium,Low,No,Low,High,Medium,Medium,High,Low,Engineering,Remote,Research Lab,Yes,High,No,5,7,No,Medium,Individual,High,High,Business Analyst
41,Male,High School,Medicine,High,Low,Yes,High,High,Medium,High,High,High,Engineering,Hybrid,Research Lab,Yes,High,Yes,4,6,Yes,High,Individual,Medium,Medium,Doctor
27,Male,PhD,Engineering,High,Medium,No,Low,Low,Medium,Low,High,High,Technology,Remote,Government,No,Medium,Yes,9,4,Yes,Medium,Balanced,Medium,High,Software Engineer
33,Female,Diploma,Arts,Medium,Medium,Yes,High,High,Low,High,Low,Medium,Engineering,On-Site,Government,Yes,Medium,Yes,5,9,No,Low,Teamwork,Low,High,Software Engineer
33,Other,High School,Business,Medium,High,No,Medium,Low,High,Medium,Low,Low,Medicine,On-Site,Startup,No,Medium,No,7,4,Yes,High,Teamwork,High,High,Lawyer
39,Male,Diploma,Engineering,Low,Low,No,High,High,Medium,Low,Medium,Medium,Technology,On-Site,Startup,No,Medium,Yes,11,6,No,Medium,Individual,Medium,Low,Digital Marketer
48,Male,PhD,Sports,High,Medium,Yes,Medium,Low,High,Medium,Low,Medium,Business,Hybrid,Startup,No,Medium,Yes,7,8,Yes,High,Teamwork,Low,High,Data Scientist
27,Female,Diploma,Engineering,High,Medium,No,Medium,Medium,Medium,Medium,High,Low,Medicine,On-Site,Corporate,No,Low,Yes,5,4,No,Medium,Teamwork,Medium,Low,Doctor
42,Male,PhD,Science,Low,Medium,No,Low,Medium,High,High,Medium,High,Arts,Remote,Government,Yes,High,Yes,12,4,No,Low,Balanced,Low,Medium,Lawyer
30,Other,Diploma,Sports,Low,Medium,No,High,High,Low,Medium,High,High,Medicine,Remote,Government,Yes,Low,Yes,0,0,Yes,Low,Individual,Low,Low,Business Analyst
23,Female,Diploma,Business,High,Low,No,Low,High,Low,Medium,Medium,High,Arts,On-Site,Startup,Yes,Medium,Yes,5,0,Yes,High,Balanced,High,Medium,Lawyer
29,Male,Bachelor's,Arts,High,Medium,Yes,Medium,Medium,High,High,Low,Low,Engineering,Remote,Government,No,Medium,No,11,3,Yes,High,Balanced,Low,Medium,Doctor
26,Male,PhD,Sports,High,Low,No,Low,High,High,Low,Low,Low,Engineering,On-Site,Corporate,Yes,High,No,4,4,Yes,High,Balanced,High,High,Business Analyst
30,Female,Master’s,Arts,Low,High,Yes,Low,Medium,Low,Low,High,High,Business,Hybrid,Government,Yes,Low,No,12,1,No,Low,Individual,Medium,High,Digital Marketer
21,Female,Diploma,Arts,Low,Medium,Yes,Medium,High,Medium,Low,High,Medium,Sports,On-Site,Research Lab,Yes,Low,No,3,4,No,High,Teamwork,Medium,Medium,Artist
41,Male,High School,Engineering,High,High,Yes,High,High,Medium,Low,High,Medium,Science,Hybrid,Corporate,No,Low,No,12,0,No,Medium,Teamwork,Low,Low,Data Scientist
28,Other,Bachelor's,Science,High,High,No,Medium,High,Medium,Medium,High,High,Business,On-Site,Startup,No,Medium,Yes,10,3,Yes,High,Individual,Medium,Medium,Software Engineer
37,Female,Bachelor's,Engineering,Low,Medium,Yes,Medium,Medium,Medium,Medium,Medium,Low,Sports,Hybrid,Freelance,No,Medium,Yes,12,2,Yes,Low,Balanced,Medium,Low,Doctor
35,Other,Diploma,Medicine,High,Low,No,Low,Low,Low,Medium,High,High,Business,Hybrid,Research Lab,Yes,High,Yes,12,7,No,Low,Individual,Low,Low,Digital Marketer
43,Male,Master’s,Medicine,Medium,Medium,No,High,High,High,High,High,Low,Engineering,Hybrid,Corporate,No,Medium,Yes,3,3,Yes,High,Teamwork,Medium,High,Research Scientist
28,Other,Bachelor's,Arts,Medium,Medium,No,Low,Medium,Low,Medium,Medium,Medium,Sports,Remote,Freelance,No,Low,Yes,7,7,Yes,High,Teamwork,Medium,Low,Mechanical Engineer
42,Male,PhD,Science,Low,High,Yes,Medium,High,Medium,High,Low,High,Technology,Remote,Corporate,No,High,Yes,12,1,No,Medium,Teamwork,Medium,Medium,Entrepreneur
38,Male,Diploma,Sports,High,High,No,Medium,Low,Low,Medium,Low,High,Science,Remote,Research Lab,No,High,Yes,8,0,Yes,Low,Teamwork,Low,Medium,Doctor
21,Male,Diploma,Arts,High,Low,Yes,Low,High,High,High,Medium,Medium,Social Work,Hybrid,Government,No,Low,Yes,3,0,No,Low,Balanced,High,Low,Mechanical Engineer
35,Male,Master’s,Sports,Low,High,No,High,High,Medium,Low,High,Low,Medicine,Remote,Startup,No,High,No,12,3,Yes,Medium,Individual,Medium,Medium,Business Analyst
18,Other,PhD,Arts,Medium,High,No,Low,Medium,Medium,Medium,Low,Medium,Social Work,Remote,Corporate,No,Medium,No,0,3,Yes,Low,Balanced,Low,High,Research Scientist
44,Male,PhD,Engineering,Low,Medium,Yes,Low,High,Medium,High,Low,Low,Science,Remote,Startup,No,High,No,12,6,Yes,Medium,Individual,Medium,Medium,Data Scientist
24,Male,Master’s,Arts,High,Low,No,Medium,High,Low,Low,Low,Low,Social Work,Remote,Corporate,No,Medium,Yes,6,1,No,Medium,Balanced,High,Medium,Software Engineer
23,Other,High School,Arts,Medium,Low,No,Low,High,High,Medium,Low,Medium,Business,On-Site,Corporate,Yes,High,Yes,5,1,Yes,Low,Individual,Low,Low,Lawyer
48,Female,PhD,Science,High,Medium,Yes,Medium,High,High,Low,High,Low,Social Work,Hybrid,Freelance,Yes,High,No,12,1,No,High,Balanced,High,Medium,Digital Marketer
32,Other,High School,Science,Medium,Low,Yes,Low,Medium,Medium,Medium,Medium,Low,Technology,On-Site,Research Lab,No,Low,Yes,5,0,Yes,Medium,Individual,Medium,High,Software Engineer
35,Other,High School,Sports,Low,Low,Yes,High,Medium,Medium,High,Low,Medium,Engineering,Hybrid,Corporate,Yes,High,Yes,12,2,No,Low,Balanced,Medium,Medium,Entrepreneur
49,Other,Diploma,Science,Low,Low,Yes,Medium,Low,Medium,Low,Medium,Medium,Science,On-Site,Freelance,No,Low,Yes,2,4,No,Medium,Teamwork,Low,Medium,Mechanical Engineer
41,Male,Diploma,Arts,High,High,Yes,Medium,Medium,Medium,High,Medium,Medium,Medicine,Remote,Research Lab,Yes,High,No,9,1,Yes,Low,Teamwork,High,Low,Data Scientist
28,Male,Bachelor's,Science,Medium,High,No,High,Low,Medium,Low,Medium,High,Science,Remote,Research Lab,Yes,Low,No,10,2,Yes,Medium,Balanced,Medium,Low,Digital Marketer
37,Male,Diploma,Science,Low,Medium,No,High,High,Medium,High,Medium,High,Arts,On-Site,Corporate,No,Low,Yes,12,6,Yes,High,Teamwork,Medium,Low,Doctor
41,Female,PhD,Business,High,Low,Yes,Low,Medium,Low,Low,Low,High,Arts,On-Site,Research Lab,No,Medium,No,6,6,No,High,Teamwork,Medium,Medium,Software Engineer
32,Male,PhD,Business,High,Low,Yes,High,High,Low,High,Low,Low,Medicine,Remote,Research Lab,Yes,High,Yes,2,6,No,Medium,Teamwork,Medium,Medium,Doctor
33,Female,High School,Medicine,Medium,High,No,High,Low,High,Medium,Medium,Medium,Social Work,Remote,Government,Yes,Medium,Yes,4,10,Yes,Low,Teamwork,High,Medium,Data Scientist
24,Male,PhD,Engineering,High,Low,Yes,High,Low,Medium,High,Low,Medium,Social Work,On-Site,Startup,No,High,No,6,0,Yes,Medium,Teamwork,Medium,High,Doctor
38,Other,Diploma,Engineering,Medium,High,No,Medium,Low,Low,High,Medium,Medium,Science,Hybrid,Government,No,Low,No,12,10,No,Medium,Balanced,Low,Medium,Lawyer
27,Male,Diploma,Science,Medium,Low,Yes,Low,High,High,Low,Low,Medium,Technology,On-Site,Research Lab,No,Low,No,7,6,No,Medium,Teamwork,Medium,Medium,Digital Marketer
43,Female,Diploma,Medicine,Medium,Low,No,Low,High,Low,High,High,Low,Sports,On-Site,Government,Yes,Medium,Yes,12,3,No,Medium,Teamwork,High,Low,Doctor
29,Female,Master’s,Medicine,Medium,Medium,No,Medium,Medium,Medium,High,Medium,Low,Medicine,On-Site,Government,No,Low,Yes,11,6,Yes,High,Balanced,Low,Medium,Software Engineer
41,Male,PhD,Sports,Medium,Medium,Yes,Medium,Low,Low,High,High,High,Business,On-Site,Freelance,No,Low,No,6,3,Yes,Medium,Balanced,Low,High,Software Engineer
49,Other,Bachelor's,Business,Medium,Medium,Yes,High,Medium,Medium,Medium,High,Low,Business,On-Site,Startup,Yes,Medium,Yes,12,5,No,High,Teamwork,High,Low,Mechanical Engineer
31,Male,PhD,Medicine,Medium,Medium,No,High,Low,High,High,Medium,Low,Sports,Remote,Corporate,No,Medium,No,5,4,Yes,Medium,Individual,High,Low,Lawyer
42,Male,PhD,Arts,Low,High,No,Low,Low,Low,Medium,High,High,Medicine,On-Site,Corporate,No,Low,Yes,12,2,Yes,High,Balanced,Low,High,Lawyer
22,Male,Master’s,Sports,Medium,High,Yes,High,High,Low,Low,Medium,Medium,Business,Remote,Freelance,Yes,Low,Yes,4,0,Yes,Low,Individual,Low,Medium,Artist
43,Other,PhD,Science,High,Low,Yes,High,Low,High,Low,Low,High,Engineering,Remote,Corporate,Yes,Low,Yes,10,4,No,High,Individual,Medium,Low,Lawyer
38,Female,High School,Arts,Medium,High,No,High,Low,Low,Low,Low,Medium,Arts,On-Site,Government,No,Medium,Yes,12,0,Yes,High,Individual,Medium,High,Doctor
35,Other,Diploma,Engineering,High,Medium,No,High,Medium,Medium,Medium,Medium,Low,Technology,On-Site,Research Lab,No,Medium,Yes,4,3,No,Medium,Balanced,High,Medium,Artist
22,Female,Diploma,Business,Low,Medium,No,Medium,Medium,Medium,Medium,Low,Low,Technology,On-Site,Government,Yes,High,Yes,4,2,No,Low,Teamwork,High,High,Digital Marketer
20,Female,Master’s,Arts,High,Medium,Yes,High,Low,Medium,Low,Low,Medium,Technology,Hybrid,Government,Yes,Medium,No,2,2,Yes,Medium,Teamwork,Medium,Low,Data Scientist
40,Female,Diploma,Science,Medium,High,Yes,High,Medium,Medium,High,High,Low,Science,Hybrid,Freelance,No,Low,Yes,10,10,Yes,High,Teamwork,Medium,High,Research Scientist
43,Other,High School,Arts,Medium,Low,Yes,Medium,Low,High,Low,Medium,High,Social Work,Remote,Startup,Yes,Medium,Yes,12,3,Yes,Medium,Individual,High,Medium,Software Engineer
22,Male,Master’s,Arts,Medium,Low,Yes,Low,Low,High,Low,Low,High,Medicine,On-Site,Government,Yes,Low,Yes,4,8,Yes,Low,Individual,High,Medium,Mechanical Engineer
41,Male,Bachelor's,Medicine,Low,Medium,Yes,Low,Low,Medium,Medium,High,High,Business,Remote,Freelance,Yes,High,Yes,12,2,Yes,Medium,Balanced,Medium,Medium,Business Analyst
34,Male,Diploma,Business,Medium,High,No,Low,Low,Medium,Low,Low,High,Science,On-Site,Freelance,No,Low,No,3,10,No,Medium,Teamwork,Low,High,Doctor
36,Male,PhD,Engineering,Medium,Medium,No,Low,Low,Medium,Low,Medium,High,Business,On-Site,Research Lab,Yes,Low,No,12,6,Yes,Low,Teamwork,Medium,Low,Software Engineer
36,Male,High School,Science,Low,Medium,Yes,Medium,Medium,Medium,Low,Low,Medium,Medicine,On-Site,Freelance,Yes,Medium,Yes,12,6,Yes,High,Teamwork,Low,High,Mechanical Engineer
42,Other,High School,Sports,High,High,No,High,Medium,Medium,Low,Medium,Low,Business,Remote,Government,Yes,Medium,No,12,10,No,Medium,Teamwork,Low,Medium,Lawyer
38,Other,Diploma,Sports,High,High,No,Low,Low,Low,Medium,Low,High,Social Work,Hybrid,Corporate,Yes,High,Yes,12,6,Yes,High,Balanced,Medium,Low,Mechanical Engineer
